Index,symbol,company_Name,macro,sector,industry,basic_Industry, last_Price , total_Market_Cap , free_float
163,ATAM,Atam Valves Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products, 203.65 ," 21,481.00 "," 5,585.06 "
1020,MAHESHWARI,Maheshwari Logistics Limited,Diversified,Diversified,Diversified,Diversified, 77.15 ," 22,834.24 "," 7,991.98 "
64,AIROLAM,Airo Lam limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates, 139.50 ," 20,927.79 "," 9,836.06 "
191,BAFNAPH,Bafna Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 97.50 ," 23,064.93 "," 2,537.14 "
360,CORALFINAC,Coral India Finance & Housing Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services, 62.00 ," 24,987.38 "," 5,996.97 "
9,A2ZINFRA,A2Z Infra Engineering Limited,Industrials,Construction,Construction,Civil Construction, 13.15 ," 23,159.76 ", -   
815,ISFT,Intrasoft Technologies Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce, 175.00 ," 25,780.44 "," 13,405.83 "
1550,SIGIND,Signet Industries Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors, 75.20 ," 22,136.62 "," 5,976.89 "
353,COMPUSOFT,Compucom Software Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education, 30.40 ," 24,054.06 "," 6,735.14 "
361,CORDSCABLE,Cords Cable Industries Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals, 121.90 ," 15,758.96 "," 7,564.30 "
87,ALPHAGEO,Alphageo (India) Limited,Energy,Oil Gas & Consumable Fuels,Oil,Offshore Support Solution Drilling, 278.10 ," 17,700.42 "," 9,204.22 "
502,EROSMEDIA,Eros International Media Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition, 24.95 ," 23,930.57 "," 20,101.68 "
31,ACCURACY,Accuracy Shipping Limited,Services,Services,Transport Services,Logistics Solution Provider, 15.10 ," 22,734.56 "," 8,184.44 "
192,BAGFILMS,B.A.G Films and Media Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production, 12.15 ," 24,026.35 "," 12,733.97 "
1099,MODIRUBBER,Modi Rubber Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products, 88.80 ," 22,235.99 "," 4,002.48 "
1651,SURANAT&P,Surana Telecom and Power Limited,Utilities,Power,Power,Power Generation, 16.95 ," 23,011.31 "," 5,292.60 "
695,HINDCON,Hindcon Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals, 54.15 ," 27,719.72 "," 8,870.31 "
1637,SUNDRMBRAK,Sundaram Brake Linings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 647.00 ," 25,456.70 "," 8,400.71 "
842,JHS,JHS Svendgaard Laboratories Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care, 35.80 ," 28,066.04 "," 17,400.95 "
641,GTL,GTL Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services, 14.05 ," 22,100.20 "," 19,006.17 "
895,KAPSTON,Kapston Services Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services, 273.00 ," 27,693.29 "," 4,430.93 "
399,DCI,Dc Infotech And Communication Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments, 199.80 ," 23,976.00 "," 9,590.40 "
893,KANPRPLA,Kanpur Plastipack Limited,Industrials,Capital Goods,Industrial Products,Packaging, 123.40 ," 26,492.56 "," 6,093.29 "
181,AVONMORE,Avonmore Capital & Management Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC), 123.60 ," 28,864.58 "," 8,948.02 "
309,CCHHL,Country Club Hospitality & Holidays Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts, 17.25 ," 28,197.67 "," 7,331.39 "
580,GILLANDERS,Gillanders Arbuthnot & Company Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee, 146.90 ," 31,351.91 "," 9,092.05 "
13,AARON,Aaron Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products, 276.00 ," 28,906.14 "," 6,648.41 "
691,HILTON,Hilton Metal Forging Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings, 128.75 ," 27,037.50 "," 16,222.50 "
811,IRIS,Iris Business Services Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services, 134.00 ," 25,943.96 "," 16,344.69 "
455,DRCSYSTEMS,DRC Systems India Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting, 56.60 ," 24,991.91 ", -   
859,JMA,Jullundur Motor Agency (Delhi) Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Trading - Auto Components, 99.50 ," 22,726.85 "," 9,999.81 "
639,GSS,GSS Infotech Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services, 162.10 ," 27,454.62 "," 21,414.61 "
150,ASIANHOTNR,Asian Hotels (North) Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts, 194.00 ," 37,739.26 "," 15,473.10 "
60,AHLEAST,Asian Hotels (East) Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts, 164.00 ," 28,358.38 "," 9,358.27 "
499,EQUIPPP,Equippp Social Impact Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting, 32.10 ," 33,093.57 ", 992.81 
413,DELPHIFX,DELPHI WORLD MONEY LIMITED,Financial Services,Financial Services,Finance,Other Financial Services, 292.45 ," 32,543.51 "," 2,603.48 "
566,GENCON,Generic Engineering Construction and Projects Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 49.50 ," 26,252.93 "," 9,188.52 "
778,INDOWIND,Indowind Energy Limited,Utilities,Power,Power,Power Generation, 28.75 ," 30,858.75 "," 15,120.79 "
84,ALMONDZ,Almondz Global Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied, 132.45 ," 35,509.80 "," 13,493.72 "
483,ELGIRUBCO,Elgi Rubber Company Limited,Industrials,Capital Goods,Industrial Products,Rubber, 59.45 ," 29,754.73 "," 10,116.61 "
659,HARRMALAYA,Harrisons  Malayalam Limited,Industrials,Capital Goods,Industrial Products,Rubber, 171.50 ," 31,651.02 "," 13,609.94 "
461,DUCON,Ducon Infratechnologies Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products, 10.75 ," 27,943.60 "," 11,177.44 "
466,DYNPRO,Dynemic Products Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals, 281.20 ," 33,823.82 "," 22,661.96 "
977,LGBFORGE,LGB Forge Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 12.15 ," 28,941.60 "," 7,524.82 "
797,INTENTECH,Intense Technologies Limited,Information Technology,Information Technology,IT - Software,Software Products, 126.00 ," 29,568.99 "," 21,585.36 "
105,ANMOL,Anmol India Limited,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Trading - Coal, 59.40 ," 33,807.01 "," 14,537.01 "
930,KMSUGAR,K.M.Sugar Mills Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar, 31.85 ," 29,302.05 "," 12,599.88 "
994,LOYALTEX,Loyal Textile Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 650.00 ," 31,306.90 "," 7,513.66 "
777,INDOTHAI,Indo Thai Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied, 298.00 ," 29,800.00 "," 8,344.00 "
418,DEVIT,Dev Information Technology Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services, 145.00 ," 32,094.50 "," 10,270.24 "
1015,MAGNUM,Magnum Ventures Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products, 70.10 ," 39,622.40 "," 14,660.29 "
402,DCMNVL,DCM Nouvelle Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 188.75 ," 35,254.25 "," 17,274.58 "
473,EIFFL,Euro India Fresh Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods, 142.50 ," 35,340.00 "," 9,188.40 "
245,BHAGYANGR,Bhagyanagar India Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Copper, 99.80 ," 31,931.01 "," 7,982.75 "
837,JAYSREETEA,Jayshree Tea & Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee, 113.30 ," 32,718.19 "," 15,704.73 "
193,BAIDFIN,Baid Finserv Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC), 27.10 ," 32,538.51 "," 21,150.03 "
222,BASML,Bannari Amman Spinning Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 52.45 ," 34,009.56 "," 9,862.77 "
283,BROOKS,Brooks Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 150.60 ," 39,527.59 "," 14,229.93 "
1040,MANOMAY,Manomay Tex India Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 185.70 ," 33,516.50 "," 8,043.96 "
126,ARIES,Aries Agro Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers, 228.50 ," 29,714.91 "," 13,668.86 "
354,COMSYN,Commercial Syn Bags Limited,Industrials,Capital Goods,Industrial Products,Packaging, 87.25 ," 34,858.29 "," 13,943.32 "
489,EMKAY,Emkay Global Financial Services Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied, 142.80 ," 35,238.44 "," 8,809.61 "
140,ASAHISONG,Asahi Songwon Colors Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments, 324.00 ," 38,190.73 "," 9,929.59 "
1908,ZODIAC,Zodiac Energy Limited,Industrials,Construction,Construction,Civil Construction, 288.65 ," 42,239.42 ", -   
650,GULFPETRO,GP Petroleums Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants, 63.95 ," 32,604.51 "," 12,063.67 "
1539,SHREYANIND,Shreyans Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products, 282.00 ," 38,986.50 "," 17,933.79 "
63,AIRAN,Airan Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services, 30.00 ," 37,506.00 "," 10,501.68 "
189,AYMSYNTEX,AYM Syntex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 83.00 ," 41,997.39 "," 10,919.32 "
961,LAL,Lorenzini Apparels Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels, 341.60 ," 34,634.54 "," 12,814.78 "
1005,LYKALABS,Lyka Labs Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 122.10 ," 40,402.89 "," 18,181.30 "
431,DICIND,DIC India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Printing Inks, 492.00 ," 45,160.57 "," 12,644.96 "
173,AURUM,Aurum PropTech Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services, 169.60 ," 48,555.95 "," 31,561.37 "
255,BIL,Bhartiya International Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products, 361.65 ," 44,155.33 ", -   
304,CAREERP,Career Point Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education, 260.20 ," 47,338.03 "," 17,041.69 "
205,BALAXI,BALAXI PHARMACEUTICALS LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 437.95 ," 44,803.16 "," 11,648.82 "
429,DIAMINESQ,Diamines & Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals, 501.60 ," 49,072.73 "," 21,101.27 "
75,ALANKIT,Alankit Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services, 19.80 ," 44,462.50 ", -   
145,ASHIMASYN,Ashima Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 19.20 ," 36,798.73 "," 9,567.67 "
899,KAYA,Kaya Limited,Consumer Discretionary,Consumer Services,Leisure Services,Wellness, 337.50 ," 44,091.31 "," 17,636.52 "
481,ELECTHERM,Electrotherm (India) Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products, 347.95 ," 44,338.62 ", -   
1756,TRIGYN,Trigyn Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting, 162.55 ," 50,042.21 "," 27,523.22 "
219,BANSWRAS,Banswara Syntex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 161.50 ," 55,284.82 "," 23,772.47 "
22,ABAN,Aban Offshore Limited,Energy,Oil Gas & Consumable Fuels,Oil,Offshore Support Solution Drilling, 62.65 ," 36,565.87 "," 19,379.91 "
176,AUTOIND,Autoline Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 125.50 ," 48,898.77 "," 24,938.37 "
517,EXXARO,Exxaro Tiles Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics, 116.50 ," 52,123.35 "," 16,679.47 "
344,CLEDUCATE,CL Educate Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education, 107.00 ," 57,832.50 "," 27,181.27 "
611,GOKUL,Gokul Refoils and Solvent Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil, 58.70 ," 58,110.07 "," 16,270.82 "
18,AARTISURF,Aarti Surfactants Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals, 738.50 ," 56,011.36 "," 29,686.02 "
507,ESSENTIA,Integra Essentia Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels, 6.85 ," 62,613.52 ", -   
119,APOLSINHOT,Apollo Sindoori Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts," 2,148.00 "," 55,856.59 "," 16,198.41 "
937,KOTARISUG,Kothari Sugars And Chemicals Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar, 54.10 ," 44,842.72 "," 11,659.11 "
903,KCPSUGIND,KCP Sugar and Industries Corporation Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar, 36.60 ," 41,498.93 "," 23,654.39 "
1,20MICRONS,20 Microns Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals, 176.00 ," 62,104.24 "," 34,157.33 "
331,CHEMFAB,Chemfab Alkalis Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals, 404.70 ," 57,575.06 "," 14,969.52 "
279,BPL,BPL Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics, 91.60 ," 44,861.79 "," 16,598.86 "
1031,MANAKSTEEL,Manaksia Steels Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products, 92.75 ," 60,782.83 "," 15,195.71 "
381,CYBERTECH,Cybertech Systems And Software Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting, 186.00 ," 57,856.40 "," 26,035.38 "
451,DONEAR,Donear Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 102.40 ," 53,248.00 "," 13,312.00 "
589,GLOBAL,Global Education Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education, 317.00 ," 64,543.10 "," 17,426.64 "
1090,MINDTECK,Mindteck (India) Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting, 234.50 ," 59,359.98 "," 19,588.79 "
410,DEEPENR,DEEP ENERGY RESOURCES LIMITED,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production, 193.50 ," 61,920.00 "," 19,814.40 "
1062,MAZDA,Mazda Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products," 1,533.10 "," 61,400.66 "," 27,016.29 "
752,IITL,Industrial Investment Trust Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC), 246.95 ," 55,681.17 ", -   
843,JINDALPHOT,Jindal Photo Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products, 558.00 ," 57,241.46 "," 13,737.95 "
329,CHEMBOND,Chembond Chemicals Ltd,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals, 564.50 ," 75,915.59 "," 24,292.99 "
110,APCL,Anjani Portland Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products, 211.20 ," 62,039.50 "," 14,889.48 "
506,ESSARSHPNG,Essar Shipping Limited,Services,Services,Transport Services,Shipping, 32.10 ," 66,439.32 "," 17,274.22 "
1766,TVSELECT,TVS Electronics Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments, 352.80 ," 65,798.32 "," 25,661.35 "
1073,MEDICAMEQ,Medicamen Biotech Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 538.00 ," 68,062.92 "," 27,905.80 "
569,GENUSPAPER,Genus Paper & Boards Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products, 21.45 ," 55,153.51 "," 17,097.59 "
564,GEECEE,GeeCee Ventures Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 262.00 ," 54,788.73 "," 17,532.39 "
914,KHADIM,Khadim India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear, 390.05 ," 70,090.48 "," 28,036.19 "
780,INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 104.40 ," 61,686.68 "," 35,161.41 "
633,GRPLTD,GRP Limited,Industrials,Capital Goods,Industrial Products,Rubber," 5,098.00 "," 67,973.32 "," 40,104.26 "
669,HCL-INSYS,HCL Infosystems Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments, 23.20 ," 76,376.70 "," 28,259.38 "
261,BIRLAMONEY,Aditya Birla Money Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied, 133.45 ," 75,411.53 "," 19,607.00 "
812,IRISDOREME,Iris Clothings Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels, 85.70 ," 69,906.03 "," 20,272.75 "
1026,MALLCOM,Mallcom (India) Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products," 1,094.00 "," 68,265.60 "," 17,749.06 "
131,ARROWGREEN,Arrow Greentech Limited,Industrials,Capital Goods,Industrial Products,Packaging, 424.80 ," 64,093.56 "," 19,228.07 "
47,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts, 143.00 ," 66,093.53 "," 13,218.71 "
919,KILITCH,Kilitch Drugs (India) Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 419.85 ," 67,521.62 "," 19,581.27 "
863,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Financial Services,Financial Services,Finance,Investment Company, 644.00 ," 67,696.82 "," 16,924.21 "
282,BRNL,Bharat Road Network Limited,Industrials,Construction,Construction,Civil Construction, 85.80 ," 72,029.10 "," 33,133.39 "
1131,MUNJALSHOW,Munjal Showa Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 184.25 ," 73,690.79 "," 25,791.78 "
