Index,symbol,company_Name,macro,sector,industry,basic_Industry, last_Price , total_Market_Cap , free_float
321,CENTURYTEX,Century Textiles & Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products," 1,348.65 "," 1,506,383.79 "," 708,000.38 "
829,JAIBALAJI,Jai Balaji Industries Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel," 1,039.00 "," 1,667,089.90 "," 600,152.36 "
52,AFFLE,Affle (India) Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services," 1,229.00 "," 1,722,702.33 "," 740,762.00 "
327,CHALET,Chalet Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts, 758.25 ," 1,557,405.34 "," 436,073.50 "
160,ASTRAZEN,AstraZeneca Pharma India Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 6,308.00 "," 1,577,000.00 "," 394,250.00 "
531,FINCABLES,Finolex Cables Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals," 1,100.00 "," 1,682,332.80 "," 824,343.07 "
905,KEC,KEC International Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment, 619.95 ," 1,593,819.35 "," 749,095.09 "
845,JINDALSAW,Jindal Saw Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products, 513.00 ," 1,640,338.62 "," 590,521.90 "
121,APTUS,Aptus Value Housing Finance India Limited,Financial Services,Financial Services,Finance,Housing Finance Company, 368.50 ," 1,838,534.94 "," 698,643.28 "
338,CIEINDIA,CIE Automotive India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 488.00 ," 1,851,288.40 "," 592,412.29 "
900,KAYNES,Kaynes Technology India Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products," 2,866.00 "," 1,831,891.97 "," 769,394.63 "
371,CROMPTON,Crompton Greaves Consumer Electricals Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances, 305.15 ," 1,953,554.57 "," 1,953,554.57 "
419,DEVYANI,Devyani International Limited,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants, 179.15 ," 2,160,296.18 "," 691,294.78 "
325,CGCL,Capri Global Capital Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC), 990.00 ," 2,041,726.43 "," 612,517.93 "
1630,SUMICHEM,Sumitomo Chemical India Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals, 394.10 ," 1,967,133.35 "," 491,783.34 "
114,APLLTD,Alembic Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 944.00 ," 1,855,555.89 "," 519,555.65 "
1545,SHYAMMETL,Shyam Metalics and Energy Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel, 678.15 ," 1,892,932.66 "," 473,233.17 "
311,CDSL,Central Depository Services (India) Limited,Financial Services,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries," 1,767.00 "," 1,846,515.00 "," 1,569,537.75 "
962,LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider," 2,400.00 "," 2,003,468.45 "," 881,526.12 "
337,CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Financial Services,Financial Services,Finance,Investment Company," 1,101.00 "," 2,067,429.86 "," 1,075,063.53 "
969,LAURUSLABS,Laurus Labs Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 378.50 ," 2,039,985.77 "," 1,489,189.61 "
303,CARBORUNIV,Carborundum Universal Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings," 1,149.50 "," 2,184,681.12 "," 1,267,115.05 "
482,ELGIEQUIP,Elgi Equipments Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines, 580.10 ," 1,838,389.20 "," 1,250,104.66 "
157,ASTERDM,Aster DM Healthcare Limited,Healthcare,Healthcare,Healthcare Services,Hospital, 431.00 ," 2,152,901.29 "," 495,167.30 "
807,IRCON,Ircon International Limited,Industrials,Construction,Construction,Civil Construction, 246.75 ," 2,320,722.59 "," 812,252.91 "
638,GSPL,Gujarat State Petronet Limited,Energy,Oil Gas & Consumable Fuels,Gas,Gas Transmission/Marketing, 360.05 ," 2,031,443.06 "," 1,036,035.96 "
581,GILLETTE,Gillette India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care," 6,505.00 "," 2,119,668.37 "," 529,917.09 "
535,FIVESTAR,Five-Star Business Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC), 750.45 ," 2,193,359.84 "," 701,875.15 "
349,COCHINSHIP,Cochin Shipyard Limited,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services, 869.05 ," 2,286,303.52 "," 617,301.95 "
750,IIFL,IIFL Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC), 602.00 ," 2,296,528.29 "," 1,125,298.86 "
1755,TRIDENT,Trident Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 45.30 ," 2,308,467.92 "," 554,032.30 "
3,360ONE,360 ONE WAM LIMITED,Financial Services,Financial Services,Finance,Other Financial Services, 631.35 ," 2,263,020.81 "," 724,166.66 "
839,JBMA,JBM Auto Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments," 1,840.00 "," 2,175,747.25 "," 326,362.09 "
16,AARTIIND,Aarti Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals, 636.00 ," 2,305,525.66 "," 1,268,039.11 "
280,BRIGADE,Brigade Enterprises Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 970.25 ," 2,240,627.02 "," 1,209,938.59 "
1044,MANYAVAR,Vedant Fashions Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail," 1,119.45 "," 2,718,371.83 "," 679,592.96 "
271,BLUESTARCO,Blue Star Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances," 1,054.00 "," 2,167,179.87 "," 1,365,323.32 "
587,GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals, 893.55 ," 2,521,313.56 "," 1,336,296.19 "
629,GRINDWELL,Grindwell Norton Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings," 2,385.00 "," 2,640,672.00 "," 1,109,082.24 "
382,CYIENT,Cyient Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services," 2,020.70 "," 2,239,597.60 "," 1,702,094.18 "
662,HATSUN,Hatsun Agro Product Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products," 1,112.15 "," 2,477,294.86 "," 569,777.82 "
26,ABFRL,Aditya Birla Fashion and Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail, 241.00 ," 2,287,444.20 "," 800,605.47 "
368,CREDITACC,CREDITACCESS GRAMEEN LIMITED,Financial Services,Financial Services,Finance,Microfinance Institutions," 1,599.00 "," 2,545,676.84 "," 840,073.36 "
475,EIHOTEL,EIH Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts, 310.00 ," 1,938,628.96 "," 659,133.85 "
109,APARINDS,Apar Industries Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment," 5,465.00 "," 2,195,198.41 "," 921,983.33 "
943,KPRMILL,K.P.R. Mill Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products, 769.70 ," 2,630,942.36 "," 684,045.01 "
493,ENDURANCE,Endurance Technologies Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments," 1,999.00 "," 2,811,850.33 "," 702,962.58 "
65,AJANTPHARM,Ajanta Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 2,180.00 "," 2,744,961.28 "," 933,286.83 "
1685,TATAINVEST,Tata Investment Corporation Limited,Financial Services,Financial Services,Finance,Investment Company," 4,549.10 "," 2,301,630.61 "," 598,423.96 "
696,HINDCOPPER,Hindustan Copper Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Copper, 281.90 ," 2,726,040.71 "," 926,853.84 "
102,ANGELONE,Angel One Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied," 2,880.00 "," 2,417,773.08 "," 1,474,841.58 "
922,KIOCL,KIOCL Limited,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron, 384.00 ," 2,333,764.21 "," 23,337.64 "
608,GODREJIND,Godrej Industries Limited,Diversified,Diversified,Diversified,Diversified, 845.00 ," 2,845,036.76 "," 540,556.98 "
224,BAYERCROP,Bayer Cropscience Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals," 5,815.00 "," 2,913,736.35 "," 815,846.18 "
515,EXIDEIND,Exide Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 311.30 ," 2,646,050.00 "," 1,402,406.50 "
409,DEEPAKNTR,Deepak Nitrite Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals," 2,238.00 "," 3,052,476.26 "," 1,526,238.13 "
1145,NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Financial Services,Capital Markets,Asset Management Company, 513.30 ," 3,223,350.11 "," 838,071.03 "
1122,MSUMI,Motherson Sumi Wiring India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments, 61.00 ," 2,696,875.84 "," 1,024,812.82 "
748,IGL,Indraprastha Gas Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier, 403.70 ," 2,825,903.23 "," 1,412,951.61 "
804,IPCALAB,IPCA Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 1,119.00 "," 2,838,950.20 "," 1,504,643.61 "
362,COROMANDEL,Coromandel International Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers," 1,126.00 "," 3,314,978.33 "," 1,325,991.33 "
505,ESCORTS,Escorts Kubota Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Tractors," 2,952.00 "," 3,261,908.66 "," 978,572.60 "
232,BDL,Bharat Dynamics Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense," 1,674.95 "," 3,069,869.30 "," 767,467.32 "
585,GLAND,Gland Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 1,913.00 "," 3,150,747.79 "," 1,323,314.07 "
853,JKCEMENT,JK Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products," 4,195.00 "," 3,241,403.13 "," 1,750,357.69 "
821,ITI,ITI Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories, 341.10 ," 3,277,585.35 "," 327,758.53 "
370,CRISIL,CRISIL Limited,Financial Services,Financial Services,Finance,Other Financial Services," 3,809.50 "," 2,785,262.78 "," 919,136.72 "
543,FORTIS,Fortis Healthcare Limited,Healthcare,Healthcare,Healthcare Services,Hospital, 428.80 ," 3,237,260.54 "," 2,233,709.77 "
715,HONAUT,Honeywell Automation India Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products," 38,699.50 "," 3,421,625.19 "," 855,406.30 "
1071,MEDANTA,Global Health Limited,Healthcare,Healthcare,Healthcare Services,Hospital," 1,108.00 "," 2,974,175.39 "," 981,477.88 "
118,APOLLOTYRE,Apollo Tyres Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products, 516.80 ," 3,282,201.69 "," 1,706,744.88 "
214,BANDHANBNK,Bandhan Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank, 221.90 ," 3,574,603.86 "," 1,680,063.82 "
1119,MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing, 174.00 ," 3,049,521.87 "," 304,952.19 "
981,LICHSGFIN,LIC Housing Finance Limited,Financial Services,Financial Services,Finance,Housing Finance Company, 579.90 ," 3,189,815.34 "," 1,754,398.44 "
439,DIXON,Dixon Technologies (India) Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics," 5,865.00 "," 3,508,043.89 "," 2,174,987.21 "
62,AIAENG,AIA Engineering Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings," 3,896.75 "," 3,675,429.02 "," 1,543,680.19 "
5,3MINDIA,3M India Limited,Diversified,Diversified,Diversified,Diversified," 34,000.10 "," 3,830,135.07 "," 957,533.77 "
113,APLAPOLLO,APL Apollo Tubes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products," 1,490.00 "," 4,135,116.00 "," 2,646,474.24 "
24,ABBOTINDIA,Abbott India Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 25,148.65 "," 3,439,138.24 "," 859,784.56 "
1720,THERMAX,Thermax Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment," 3,109.45 "," 3,705,105.57 "," 1,185,633.78 "
724,HUDCO,Housing & Urban Development Corporation Limited,Financial Services,Financial Services,Finance,Financial Institution, 164.85 ," 3,300,132.15 "," 825,033.04 "
385,DALBHARAT,Dalmia Bharat Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products," 2,202.45 "," 4,130,642.75 "," 1,734,869.96 "
351,COFORGE,Coforge Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting," 6,198.00 "," 3,827,416.36 "," 3,789,142.19 "
170,AUBANK,AU Small Finance Bank Limited,Financial Services,Financial Services,Banks,Other Bank, 710.00 ," 4,748,298.60 "," 3,418,774.99 "
1063,MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services," 2,340.00 "," 4,719,546.00 "," 707,931.90 "
207,BALKRISIND,Balkrishna Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products," 2,531.90 "," 4,894,597.93 "," 2,006,785.15 "
185,AWL,Adani Wilmar Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil, 350.90 ," 4,560,572.22 "," 547,268.67 "
29,ACC,ACC Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products," 2,509.00 "," 4,711,582.43 "," 2,025,980.44 "
25,ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Financial Services,Finance,Investment Company, 166.10 ," 4,318,055.04 "," 1,165,874.86 "
809,IREDA,Indian Renewable Energy Development Agency Limited,Financial Services,Financial Services,Finance,Financial Institution, 169.80 ," 4,563,824.47 "," 821,488.40 "
158,ASTRAL,Astral Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial," 1,799.00 "," 4,832,599.89 "," 2,126,343.95 "
865,JSL,Jindal Stainless Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel, 536.00 ," 4,413,609.39 "," 1,853,715.94 "
518,FACT,Fertilizers and Chemicals Travancore Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers, 885.00 ," 5,726,586.97 "," 572,658.70 "
148,ASHOKLEY,Ashok Leyland Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Commercial Vehicles, 169.90 ," 4,988,480.24 "," 2,444,355.32 "
1217,OIL,Oil India Limited,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production, 404.05 ," 4,381,539.19 "," 1,445,907.93 "
597,GMRINFRA,GMR Airports Infrastructure Limited,Services,Services,Transport Infrastructure,Airport & Airport services, 77.70 ," 4,689,929.48 "," 1,922,871.09 "
355,CONCOR,Container Corporation of India Limited,Services,Services,Transport Services,Logistics Solution Provider, 825.00 ," 5,026,678.37 "," 2,262,005.27 "
740,IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank, 80.50 ," 5,688,787.25 "," 3,071,945.12 "
999,LTTS,L&T Technology Services Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services," 5,385.00 "," 5,694,241.27 "," 1,480,502.73 "
247,BHARATFORG,Bharat Forge Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings," 1,197.40 "," 5,574,958.28 "," 3,066,227.05 "
784,INDUSTOWER,Indus Towers Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure, 225.20 ," 6,068,998.01 "," 1,456,559.52 "
80,ALKEM,Alkem Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 4,942.00 "," 5,908,902.30 "," 2,481,738.97 "
609,GODREJPROP,Godrej Properties Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects," 2,332.00 "," 6,483,884.36 "," 2,658,392.59 "
317,CENTRALBK,Central Bank of India,Financial Services,Financial Services,Banks,Public Sector Bank, 54.30 ," 4,713,750.11 "," 329,962.51 "
239,BERGEPAINT,Berger Paints (I) Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints, 554.80 ," 6,467,546.82 "," 1,552,211.24 "
218,BANKINDIA,Bank of India,Financial Services,Financial Services,Banks,Public Sector Bank, 131.25 ," 5,975,376.57 "," 1,613,351.68 "
326,CGPOWER,CG Power and Industrial Solutions Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment, 462.00 ," 7,056,050.20 "," 2,963,541.09 "
352,COLPAL,Colgate Palmolive (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care," 2,498.00 "," 6,794,201.14 "," 3,329,158.56 "
378,CUMMINSIND,Cummins India Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines," 2,171.05 "," 6,018,150.60 "," 2,948,893.79 "
737,IDEA,Vodafone Idea Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services, 14.80 ," 7,204,594.00 "," 1,152,735.04 "
277,BOSCHLTD,Bosch Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments," 22,750.00 "," 6,709,803.10 "," 1,945,842.90 "
808,IRCTC,Indian Railway Catering And Tourism Corporation Limited,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services, 970.60 ," 7,764,800.00 "," 2,950,624.00 "
733,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Financial Services,Insurance,Life Insurance, 486.75 ," 7,009,469.91 "," 1,892,556.88 "
671,HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Financial Services,Capital Markets,Asset Management Company," 3,406.30 "," 7,271,905.49 "," 3,417,795.58 "
732,ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Financial Services,Insurance,General Insurance," 1,489.75 "," 7,333,808.35 "," 3,813,580.34 "
579,GICRE,General Insurance Corporation of India,Financial Services,Financial Services,Insurance,General Insurance, 354.00 ," 6,210,576.00 "," 869,480.64 "
252,BHEL,Bharat Heavy Electricals Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment, 219.50 ," 7,643,129.06 "," 2,827,957.75 "
1059,MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Healthcare,Healthcare Services,Hospital, 731.70 ," 7,110,851.10 "," 5,404,246.83 "
866,JSWENERGY,JSW Energy Limited,Utilities,Power,Power,Power Generation, 488.50 ," 8,034,240.64 "," 2,088,902.57 "
663,HAVELLS,Havells India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics," 1,291.20 "," 8,091,731.28 "," 3,236,692.51 "
116,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Healthcare,Healthcare Services,Hospital," 6,198.80 "," 8,912,923.32 "," 6,239,046.32 "
1039,MANKIND,Mankind Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 2,030.00 "," 8,131,945.33 "," 813,194.53 "
384,DABUR,Dabur India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care, 533.00 ," 9,444,956.73 "," 3,116,835.72 "
682,HEROMOTOCO,Hero MotoCorp Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers," 4,424.50 "," 8,844,007.08 "," 5,748,604.60 "
336,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)," 1,224.00 "," 10,277,503.64 "," 4,933,201.75 "
23,ABB,ABB India Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment," 4,734.95 "," 10,033,755.60 "," 2,508,438.90 "
200,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Financial Services,Finance,Holding Company," 8,160.00 "," 9,081,550.42 "," 3,541,804.66 "
438,DIVISLAB,Divi's Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 3,555.00 "," 9,437,408.02 "," 4,529,955.85 "
458,DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 5,832.70 "," 9,729,491.70 "," 7,102,528.94 "
1181,NHPC,NHPC Limited,Utilities,Power,Power,Power Generation, 83.15 ," 8,352,446.44 "," 2,255,160.54 "
297,CANBK,Canara Bank,Financial Services,Financial Services,Banks,Public Sector Bank, 466.25 ," 8,458,382.30 "," 3,129,601.45 "
471,EICHERMOT,Eicher Motors Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers," 3,619.30 "," 9,908,756.67 "," 4,954,378.34 "
92,AMBUJACEM,Ambuja Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products, 565.05 ," 11,219,888.37 "," 4,151,358.70 "
165,ATGL,Adani Total Gas Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier," 1,003.40 "," 11,035,494.37 "," 2,758,873.59 "
342,CIPLA,Cipla Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 1,374.80 "," 11,099,552.86 "," 7,214,709.36 "
37,ADANIENSOL,Adani Energy Solutions Limited,Utilities,Power,Power,Power - Transmission," 1,065.50 "," 11,885,574.54 "," 3,209,105.13 "
549,GAIL,GAIL (India) Limited,Energy,Oil Gas & Consumable Fuels,Gas,Gas Transmission/Marketing, 165.70 ," 10,894,940.11 "," 4,466,925.44 "
281,BRITANNIA,Britannia Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods," 5,130.15 "," 12,356,904.89 "," 6,054,883.39 "
768,INDIGO,InterGlobe Aviation Limited,Services,Services,Transport Services,Airline," 2,879.55 "," 11,113,483.22 "," 4,111,988.79 "
607,GODREJCP,Godrej Consumer Products Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care," 1,166.90 "," 11,935,290.42 "," 4,416,057.46 "
217,BANKBARODA,Bank of Baroda,Financial Services,Financial Services,Banks,Public Sector Bank, 227.20 ," 11,749,334.87 "," 4,229,760.55 "
673,HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,Financial Services,Insurance,Life Insurance, 578.30 ," 12,438,315.02 "," 6,094,774.36 "
702,HINDZINC,Hindustan Zinc Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Zinc, 313.50 ," 13,246,375.07 "," 794,782.50 "
236,BEL,Bharat Electronics Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense, 189.95 ," 13,884,924.89 "," 6,803,613.19 "
278,BPCL,Bharat Petroleum Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing, 474.40 ," 10,290,935.02 "," 4,528,011.41 "
693,HINDALCO,Hindalco Industries Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium, 567.70 ," 12,757,448.20 "," 8,292,341.33 "
800,IOB,Indian Overseas Bank,Financial Services,Financial Services,Banks,Public Sector Bank, 45.75 ," 8,647,853.61 "," 345,914.14 "
849,JIOFIN,Jio Financial Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC), 240.00 ," 15,247,882.05 "," 7,928,898.67 "
1819,VBL,Varun Beverages Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages," 1,259.80 "," 16,367,510.27 "," 6,055,978.80 "
869,JSWSTEEL,JSW Steel Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel, 818.50 ," 20,016,040.71 "," 7,806,255.88 "
441,DLF,DLF Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects, 758.00 ," 18,762,887.97 "," 4,878,350.87 "
810,IRFC,Indian Railway Finance Corporation Limited,Financial Services,Financial Services,Finance,Financial Institution, 173.80 ," 22,713,063.43 "," 3,179,828.88 "
194,BAJAJ-AUTO,Bajaj Auto Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers," 7,590.00 "," 21,493,343.48 "," 8,597,337.39 "
41,ADANIPOWER,Adani Power Limited,Utilities,Power,Power,Integrated Power Utilities, 544.00 ," 20,981,747.84 "," 5,245,436.96 "
443,DMART,Avenue Supermarts Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail," 3,745.00 "," 24,369,953.40 "," 5,605,089.28 "
801,IOC,Indian Oil Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing, 143.10 ," 20,207,492.13 "," 5,253,947.95 "
40,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Services,Services,Transport Infrastructure,Port & Port services," 1,151.00 "," 24,863,199.26 "," 8,453,487.75 "
347,COALINDIA,Coal India Limited,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Coal, 389.80 ," 24,022,315.02 "," 8,888,256.56 "
151,ASIANPAINT,Asian Paints Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints," 2,949.10 "," 28,287,702.02 "," 13,295,219.95 "
39,ADANIGREEN,Adani Green Energy Limited,Utilities,Power,Power,Power Generation," 1,663.00 "," 26,342,460.11 "," 6,058,765.83 "
186,AXISBANK,Axis Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank," 1,050.10 "," 32,388,845.43 "," 29,149,960.88 "
1640,SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals," 1,366.60 "," 32,789,311.70 "," 14,755,190.27 "
38,ADANIENT,Adani Enterprises Limited,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals," 2,903.00 "," 33,094,232.54 "," 7,611,673.48 "
202,BAJFINANCE,Bajaj Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)," 7,091.00 "," 43,824,016.39 "," 19,720,807.38 "
670,HCLTECH,HCL Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting," 1,549.50 "," 42,048,240.66 "," 16,398,813.86 "
251,BHARTIARTL,Bharti Airtel Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services," 1,159.75 "," 65,235,158.40 "," 29,355,821.28 "
788,INFY,Infosys Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting," 1,666.00 "," 69,146,543.33 "," 59,466,027.27 "
982,LICI,Life Insurance Corporation Of India,Financial Services,Financial Services,Insurance,Life Insurance, 906.50 ," 57,336,104.16 "," 2,293,444.17 "
731,ICICIBANK,ICICI Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank," 1,009.00 "," 70,787,974.85 "," 70,787,974.85 "
