"Index","symbol","company_Name","is_in_FNO","macro","sector","industry","basic_Industry","last_Price","vwap","total_Market_Cap","free_float","sector_member","date"
"802","INVENTURE","Inventure Growth & Securities Limited","false","Financial Services","Financial Services","Capital Markets","Stockbroking & Allied","3.05","3.03","25620","18958.8","NIFTY FINANCIAL SERVICES","16FEB2024"
"803","IOB","Indian Overseas Bank","false","Financial Services","Financial Services","Banks","Public Sector Bank","68.2","69.19","12891445.16","515657.81","NIFTY BANK","16FEB2024"
"804","IOC","Indian Oil Corporation Limited","true","Energy","Oil Gas & Consumable Fuels","Petroleum Products","Refineries & Marketing","186.7","189.97","26364352.06","6854731.54","NIFTY 500","16FEB2024"
"805","IOLCP","IOL Chemicals and Pharmaceuticals Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","405.9","406.33","238285.63","92931.4","NIFTY PHARMA","16FEB2024"
"806","IONEXCHANG","ION Exchange (India) Limited","false","Industrials","Construction","Construction","Civil Construction","488.7","493.48","716759.63","401385.39","","16FEB2024"
"807","IPCALAB","IPCA Laboratories Limited","true","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","1243","1223.2","3153543.43","1671378.02","NIFTY PHARMA","16FEB2024"
"808","IPL","India Pesticides Limited","false","Commodities","Chemicals","Fertilizers & Agrochemicals","Pesticides & Agrochemicals","396.35","403","456450.56","114112.64","","16FEB2024"
"809","IRB","IRB Infrastructure Developers Limited","false","Industrials","Construction","Construction","Civil Construction","67.05","67.17","4049149.5","971795.88","NIFTY INFRASTRUCTURE","16FEB2024"
"810","IRCON","Ircon International Limited","false","Industrials","Construction","Construction","Civil Construction","225.75","226.65","2123214.28","743125","NIFTY INFRASTRUCTURE","16FEB2024"
"811","IRCTC","Indian Railway Catering And Tourism Corporation Limited","true","Consumer Discretionary","Consumer Services","Leisure Services","Tour Travel Related Services","940.1","944.54","7520800","2857904","","16FEB2024"
"812","IREDA","Indian Renewable Energy Development Agency Limited","false","Financial Services","Financial Services","Finance","Financial Institution","177.6","179.45","4773470.12","859224.62","NA","16FEB2024"
"813","IRFC","Indian Railway Finance Corporation Limited","false","Financial Services","Financial Services","Finance","Financial Institution","155.65","156.76","20341129.59","2847758.14","","16FEB2024"
"814","IRIS","Iris Business Services Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","148","149.16","28654.52","18052.35","","16FEB2024"
"815","IRISDOREME","Iris Clothings Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Garments & Apparels","80","80.47","65256.5","18924.39","","16FEB2024"
"816","IRMENERGY","IRM Energy Limited","false","Energy","Oil Gas & Consumable Fuels","Gas","LPG/CNG/PNG/LNG Supplier","561.4","572.92","230509.03","43796.72","NA","16FEB2024"
"817","ISEC","ICICI Securities Limited","false","Financial Services","Financial Services","Capital Markets","Stockbroking & Allied","787","791.55","2544234.89","636058.72","NIFTY FINANCIAL SERVICES","16FEB2024"
"818","ISFT","Intrasoft Technologies Limited","false","Consumer Discretionary","Consumer Services","Retailing","E-Retail/ E-Commerce","165.85","164.22","24432.49","12704.89","NIFTY 500","16FEB2024"
"819","ISGEC","Isgec Heavy Engineering Limited","false","Industrials","Construction","Construction","Civil Construction","866.5","880.03","637133.2","235739.29","","16FEB2024"
"820","ISMTLTD","ISMT Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","95.45","95.2","286828.57","60234","NIFTY METAL","16FEB2024"
"821","ITC","ITC Limited","true","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Diversified FMCG","Diversified FMCG","404.6","403.75","50490499.3","35848254.5","NIFTY 500","16FEB2024"
"822","ITDC","India Tourism Development Corporation Limited","false","Consumer Discretionary","Consumer Services","Leisure Services","Hotels & Resorts","683","691.99","585805","29290.25","NIFTY 500","16FEB2024"
"823","ITDCEM","ITD Cementation India Limited","false","Industrials","Construction","Construction","Civil Construction","356.55","359.25","612508.63","324629.57","NIFTY INFRASTRUCTURE","16FEB2024"
"824","ITI","ITI Limited","false","Telecommunication","Telecommunication","Telecom - Equipment & Accessories","Telecom - Equipment & Accessories","312.75","312.72","3005173.9","300517.39","NIFTY 500","16FEB2024"
"825","IVC","IL&FS Investment Managers Limited","false","Financial Services","Financial Services","Capital Markets","Asset Management Company","11","11.03","34543.6","16580.93","NIFTY FINANCIAL SERVICES","16FEB2024"
"826","IVP","IVP Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Commodity Chemicals","192.8","197.46","19909.04","5574.53","NIFTY PHARMA","16FEB2024"
"827","IWEL","Inox Wind Energy Limited","false","Industrials","Capital Goods","Electrical Equipment","Heavy Electrical Equipment","6327.85","6306.88","762352.35","213458.66","","16FEB2024"
"828","IZMO","IZMO Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","299.85","0","40312.05","0","NIFTY IT","16FEB2024"
"829","J&KBANK","The Jammu & Kashmir Bank Limited","false","Financial Services","Financial Services","Banks","Private Sector Bank","143.6","144.91","1581298.02","537641.33","NIFTY BANK","16FEB2024"
"830","JAGRAN","Jagran Prakashan Limited","false","Consumer Discretionary","Media Entertainment & Publication","Media","Print Media","108.7","108.09","236590.19","73342.96","NIFTY MEDIA","16FEB2024"
"831","JAGSNPHARM","Jagsonpal Pharmaceuticals Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","322","320.82","84807.7","22898.08","NIFTY PHARMA","16FEB2024"
"832","JAIBALAJI","Jai Balaji Industries Limited","false","Commodities","Metals & Mining","Ferrous Metals","Iron & Steel","950","958.39","1524288.17","548743.74","NIFTY METAL","16FEB2024"
"833","JAICORPLTD","Jai Corp Limited","false","Industrials","Capital Goods","Industrial Products","Plastic Products - Industrial","337.3","342.42","601909.86","156496.56","NIFTY 500","16FEB2024"
"834","JAIPURKURT","Nandani Creation Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Garments & Apparels","64.4","64.81","7363.46","3608.1","","16FEB2024"
"835","JAMNAAUTO","Jamna Auto Industries Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","117.8","116.85","469861.66","230232.21","NIFTY 500","16FEB2024"
"836","JASH","Jash Engineering Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","1785","1789.44","214734.75","88041.25","","16FEB2024"
"837","JAYAGROGN","Jayant Agro Organics Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","234.5","237.1","70350","20401.5","NIFTY 500","16FEB2024"
"838","JAYBARMARU","Jay Bharat Maruti Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","124.05","124.44","134284.13","53713.65","NIFTY 500","16FEB2024"
"839","JAYNECOIND","Jayaswal Neco Industries Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","61.2","63.77","594250.93","124792.69","NIFTY METAL","16FEB2024"
"840","JAYSREETEA","Jayshree Tea & Industries Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Tea & Coffee","123.4","123.93","35634.82","17104.71","NIFTY FMCG","16FEB2024"
"841","JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","1649.7","1677.39","2559531.82","1177384.64","NIFTY PHARMA","16FEB2024"
"842","JBMA","JBM Auto Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","2028","2034.07","2398051.86","359707.78","NIFTY AUTO","16FEB2024"
"843","JCHAC","Johnson Controls - Hitachi Air Conditioning India Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Household Appliances","1091","1100.35","296652.54","74163.14","NIFTY INDIA CONSUMPTION","16FEB2024"
"844","JETFREIGHT","Jet Freight Logistics Limited","false","Services","Services","Transport Services","Logistics Solution Provider","15.15","15.22","7030.17","3444.78","","16FEB2024"
"845","JHS","JHS Svendgaard Laboratories Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Personal Products","Personal Care","26","26.33","20383.16","12637.56","NIFTY PHARMA","16FEB2024"
"846","JINDALPHOT","Jindal Photo Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Household Products","Household Products","684","689.65","70166.95","16840.07","NIFTY 500","16FEB2024"
"847","JINDALPOLY","Jindal Poly Films Limited","false","Industrials","Capital Goods","Industrial Products","Packaging","604","607.79","264469.93","66117.48","NIFTY 500","16FEB2024"
"848","JINDALSAW","Jindal Saw Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","503","509","1608363.21","579010.76","NIFTY METAL","16FEB2024"
"849","JINDALSTEL","Jindal Steel & Power Limited","true","Commodities","Metals & Mining","Ferrous Metals","Iron & Steel","766.15","772.95","7815404.96","2813545.78","NIFTY 500","16FEB2024"
"850","JINDRILL","Jindal Drilling And Industries Limited","false","Energy","Oil Gas & Consumable Fuels","Oil","Offshore Support Solution Drilling","710","710.78","205765.84","74075.7","NIFTY 500","16FEB2024"
"851","JINDWORLD","Jindal Worldwide Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","343.1","353.58","687985.49","89438.11","NIFTY 500","16FEB2024"
"852","JIOFIN","Jio Financial Services Limited","false","Financial Services","Financial Services","Finance","Non Banking Financial Company (NBFC)","271.3","272.88","17236460","8962959.2","NA","16FEB2024"
"853","JISLDVREQS","Jain Irrigation Systems Limited","false","Industrials","Capital Goods","Industrial Products","Plastic Products - Industrial","34.6","35.16","6675.83","4673.08","NIFTY 500","16FEB2024"
"854","JISLJALEQS","Jain Irrigation Systems Limited","false","Industrials","Capital Goods","Industrial Products","Plastic Products - Industrial","60.5","60.8","403817.87","218061.65","NIFTY 500","16FEB2024"
"855","JITFINFRA","JITF Infralogistics Limited","false","Utilities","Utilities","Other Utilities","Water Supply & Management","555.9","532.08","142886.9","52868.15","NIFTY 500","16FEB2024"
"856","JKCEMENT","JK Cement Limited","true","Commodities","Construction Materials","Cement & Cement Products","Cement & Cement Products","4213","4217.93","3255311.41","1757868.16","NIFTY COMMODITIES","16FEB2024"
"857","JKIL","J.Kumar Infraprojects Limited","false","Industrials","Construction","Construction","Civil Construction","641","652.08","485015.89","257058.42","NIFTY INFRASTRUCTURE","16FEB2024"
"858","JKLAKSHMI","JK Lakshmi Cement Limited","false","Commodities","Construction Materials","Cement & Cement Products","Cement & Cement Products","959.9","963.4","1129514.96","598642.93","NIFTY COMMODITIES","16FEB2024"
"859","JKPAPER","JK Paper Limited","false","Commodities","Forest Materials","Paper Forest & Jute Products","Paper & Paper Products","384","386.84","650505","292727.25","NIFTY 500","16FEB2024"
"860","JKTYRE","JK Tyre & Industries Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Tyres & Rubber Products","514.75","512.52","1342074.88","617354.44","NIFTY AUTO","16FEB2024"
"861","JLHL","Jupiter Life Line Hospitals Limited","false","Healthcare","Healthcare","Healthcare Services","Hospital","1291.5","1278.92","846785.17","110082.07","NA","16FEB2024"
"862","JMA","Jullundur Motor Agency (Delhi) Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Trading - Auto Components","120.5","121.28","27523.47","12110.33","NIFTY AUTO","16FEB2024"
"863","JMFINANCIL","JM Financial Limited","false","Financial Services","Financial Services","Finance","Investment Company","103.35","104.28","987539.17","414766.45","NIFTY FINANCIAL SERVICES","16FEB2024"
"864","JOCIL","Jocil Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Commodity Chemicals","207","207.11","18383.98","6985.91","NIFTY 500","16FEB2024"
"865","JPASSOCIAT","Jaiprakash Associates Limited","false","Industrials","Construction","Construction","Civil Construction","24.8","25.05","608739.72","371331.23","NIFTY 500","16FEB2024"
"866","JPOLYINVST","Jindal Poly Investment and Finance Company Limited","false","Financial Services","Financial Services","Finance","Investment Company","789","793.75","82939.12","20734.78","NIFTY FINANCIAL SERVICES","16FEB2024"
"867","JPPOWER","Jaiprakash Power Ventures Limited","false","Utilities","Power","Power","Power Generation","20.35","20.59","1394678.87","962328.42","NIFTY INFRASTRUCTURE","16FEB2024"
"868","JSFB","Jana Small Finance Bank Limited","false","Financial Services","Financial Services","Banks","Other Bank","418.05","435.11","437239.64","69958.34","NA","16FEB2024"
"869","JSL","Jindal Stainless Limited","false","Commodities","Metals & Mining","Ferrous Metals","Iron & Steel","630.5","632.82","5191755.08","2180537.13","NIFTY METAL","16FEB2024"
"870","JSWENERGY","JSW Energy Limited","false","Utilities","Power","Power","Power Generation","482.8","483.43","7940494.13","2064528.47","NIFTY INFRASTRUCTURE","16FEB2024"
"871","JSWHL","JSW Holdings Limited","false","Financial Services","Financial Services","Finance","Investment Company","6210","6224.44","689286.71","234357.48","NIFTY FINANCIAL SERVICES","16FEB2024"
"872","JSWINFRA","JSW Infrastructure Limited","false","Services","Services","Transport Infrastructure","Port & Port services","220","219.93","4620003.45","277200.21","NA","16FEB2024"
"873","JSWSTEEL","JSW Steel Limited","true","Commodities","Metals & Mining","Ferrous Metals","Iron & Steel","818.5","819.93","20016040.71","7806255.88","NIFTY METAL","16FEB2024"
"874","JTEKTINDIA","Jtekt India Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","149.5","149.69","380149.32","91235.84","NIFTY AUTO","16FEB2024"
"875","JTLIND","JTL INDUSTRIES LIMITED","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","254.2","251.64","434971.08","160939.3","NA","16FEB2024"
"876","JUBLFOOD","Jubilant Foodworks Limited","true","Consumer Discretionary","Consumer Services","Leisure Services","Restaurants","496","489.58","3272832.19","1898242.67","NIFTY SERVICES SECTOR","16FEB2024"
"877","JUBLINDS","Jubilant Industries Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","930","924.62","140124.04","35031.01","NIFTY 500","16FEB2024"
"878","JUBLINGREA","Jubilant Ingrevia Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Specialty Chemicals","476","480.52","758178.22","348761.98","","16FEB2024"
"879","JUBLPHARMA","Jubilant Pharmova Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","620.5","619.81","988339.47","474402.94","","16FEB2024"
"880","JUSTDIAL","Just Dial Limited","false","Consumer Discretionary","Consumer Services","Retailing","Internet & Catalogue Retail","854","861.58","726222.66","188817.89","NIFTY 500","16FEB2024"
"881","JWL","Jupiter Wagons Limited","false","Industrials","Capital Goods","Agricultural Commercial & Construction Vehicles","Commercial Vehicles","368","370.12","1517240.54","455172.16","","16FEB2024"
"882","JYOTHYLAB","Jyothy Labs Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Household Products","Household Products","470.5","470.53","1727716.67","639255.17","NIFTY FMCG","16FEB2024"
"883","JYOTICNC","Jyoti CNC Automation Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","630","629.47","1432765.5","100293.59","NA","16FEB2024"
"884","JYOTISTRUC","Jyoti Structures Limited","false","Industrials","Capital Goods","Electrical Equipment","Heavy Electrical Equipment","30","30.7","190358.31","157997.4","NIFTY INFRASTRUCTURE","16FEB2024"
"885","KABRAEXTRU","Kabra Extrusion Technik Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","388","387.85","135694.6","44779.22","NIFTY 500","16FEB2024"
"886","KAJARIACER","Kajaria Ceramics Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Ceramics","1275.3","1270.12","2031021.1","1056130.97","NIFTY 500","16FEB2024"
"887","KAKATCEM","Kakatiya Cement Sugar & Industries Limited","false","Commodities","Construction Materials","Cement & Cement Products","Cement & Cement Products","230.5","232.52","17918.74","7705.06","NIFTY 500","16FEB2024"
"888","KALAMANDIR","Sai Silks (Kalamandir) Limited","false","Consumer Discretionary","Consumer Services","Retailing","Speciality Retail","238","239.85","365011.35","91252.84","NA","16FEB2024"
"889","KALYANI","Kalyani Commercials Limited","false","","","","","119.3","0","1193","560.71","NIFTY AUTO","16FEB2024"
"890","KALYANIFRG","Kalyani Forge Limited","false","Industrials","Capital Goods","Industrial Products","Castings & Forgings","405","409.59","14733.9","5893.56","NIFTY 500","16FEB2024"
"891","KALYANKJIL","Kalyan Jewellers India Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Gems Jewellery And Watches","382.1","385.88","3935832.73","865883.2","","16FEB2024"
"892","KAMATHOTEL","Kamat Hotels (I) Limited","false","Consumer Discretionary","Consumer Services","Leisure Services","Hotels & Resorts","301","302.85","74205.12","28940","NIFTY SERVICES SECTOR","16FEB2024"
"893","KAMDHENU","Kamdhenu Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","575.1","561.37","154906.06","63511.48","NIFTY METAL","16FEB2024"
"894","KAMOPAINTS","Kamdhenu Ventures Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Paints","193","194.71","121341.03","42469.36","","16FEB2024"
"895","KANANIIND","Kanani Industries Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Gems Jewellery And Watches","5.4","5.4","10684.87","4167.1","NIFTY 500","16FEB2024"
"896","KANORICHEM","Kanoria Chemicals & Industries Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Commodity Chemicals","124.45","124.94","54376.35","13594.09","NIFTY 500","16FEB2024"
"897","KANPRPLA","Kanpur Plastipack Limited","false","Industrials","Capital Goods","Industrial Products","Packaging","109.25","109.87","23454.71","5394.58","","16FEB2024"
"898","KANSAINER","Kansai Nerolac Paints Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Paints","305.5","306.42","2469599.62","617399.9","NIFTY 500","16FEB2024"
"899","KAPSTON","Kapston Services Limited","false","Services","Services","Commercial Services & Supplies","Diversified Commercial Services","237.9","239.18","24132.72","3861.24","","16FEB2024"
"900","KARMAENG","Karma Energy Limited","false","Utilities","Power","Power","Power Generation","82.7","0","9568.32","0","NIFTY INFRASTRUCTURE","16FEB2024"
"901","KARURVYSYA","Karur Vysya Bank Limited","false","Financial Services","Financial Services","Banks","Private Sector Bank","188.8","189.25","1517567.71","1472040.68","NIFTY BANK","16FEB2024"
"902","KAUSHALYA","Kaushalya Infrastructure Development Corporation Limited","false","Industrials","Construction","Construction","Civil Construction","0","0","3282.98","0","NIFTY INFRASTRUCTURE","16FEB2024"
"903","KAVVERITEL","Kavveri Telecom Products Limited","false","Telecommunication","Telecommunication","Telecom - Equipment & Accessories","Telecom - Equipment & Accessories","15","0","3018.64","0","NIFTY 500","16FEB2024"
"904","KAYA","Kaya Limited","false","Consumer Discretionary","Consumer Services","Leisure Services","Wellness","364.7","365.87","47644.74","19057.9","NIFTY 500","16FEB2024"
"905","KAYNES","Kaynes Technology India Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","2796","2841.09","1787149.32","750602.71","","16FEB2024"
"906","KBCGLOBAL","KBC Global Limited","false","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","2.15","2.11","20959.28","17815.38","","16FEB2024"
"907","KCP","KCP Limited","false","Commodities","Construction Materials","Cement & Cement Products","Cement & Cement Products","216.7","218.83","279372.15","150860.96","NIFTY COMMODITIES","16FEB2024"
"908","KCPSUGIND","KCP Sugar and Industries Corporation Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Sugar","41.3","41.52","46828.03","26691.97","NIFTY FMCG","16FEB2024"
"909","KDDL","KDDL Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Gems Jewellery And Watches","2578.9","2597.66","323319.71","158426.66","NIFTY 500","16FEB2024"
"910","KEC","KEC International Limited","false","Industrials","Capital Goods","Electrical Equipment","Heavy Electrical Equipment","668","674.69","1717350.31","807154.65","NIFTY INFRASTRUCTURE","16FEB2024"
"911","KECL","Kirloskar Electric Company Limited","false","Industrials","Capital Goods","Electrical Equipment","Other Electrical Equipment","130.85","130.72","86902.81","43451.41","NIFTY 500","16FEB2024"
"912","KEEPLEARN","DSJ Keep Learning Limited","false","Consumer Discretionary","Consumer Services","Other Consumer Services","Education","0","0","4904.93","0","","16FEB2024"
"913","KEI","KEI Industries Limited","false","Industrials","Capital Goods","Industrial Products","Cables - Electricals","3280","3322.09","2959919.17","1835149.88","NIFTY 500","16FEB2024"
"914","KELLTONTEC","Kellton Tech Solutions Limited","false","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","101","101.69","97570.17","45857.98","NIFTY IT","16FEB2024"
"915","KERNEX","Kernex Microsystems (India) Limited","false","Services","Services","Transport Services","Transport Related Services","610","608.93","95217.47","48560.91","NIFTY IT","16FEB2024"
"916","KESORAMIND","Kesoram Industries Limited","false","Commodities","Construction Materials","Cement & Cement Products","Cement & Cement Products","168.75","169.81","524205.21","293554.92","NIFTY 500","16FEB2024"
"917","KEYFINSERV","Keynote Financial Services Limited","false","Financial Services","Financial Services","Finance","Other Financial Services","188","185.71","13194.48","2770.84","NIFTY FINANCIAL SERVICES","16FEB2024"
"918","KFINTECH","Kfin Technologies Limited","false","Financial Services","Financial Services","Capital Markets","Depositories Clearing Houses and Other Intermediaries","650.65","652.94","1110702.84","566458.45","","16FEB2024"
"919","KHADIM","Khadim India Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Footwear","360.85","347.8","64843.35","25937.34","NIFTY 500","16FEB2024"
"920","KHAICHEM","Khaitan Chemicals & Fertilizers Limited","false","Commodities","Chemicals","Fertilizers & Agrochemicals","Fertilizers","73.6","74.31","71384.05","15704.49","","16FEB2024"
"921","KHAITANLTD","Khaitan (India) Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Consumer Electronics","66.45","66.89","3156.38","1262.55","NIFTY COMMODITIES","16FEB2024"
"922","KHANDSE","Khandwala Securities Limited","false","Financial Services","Financial Services","Capital Markets","Stockbroking & Allied","30.75","30.63","4690.55","2392.18","NIFTY FINANCIAL SERVICES","16FEB2024"
"923","KICL","Kalyani Investment Company Limited","false","Financial Services","Financial Services","Finance","Investment Company","3698.95","3692.14","161470.49","40367.62","NIFTY FINANCIAL SERVICES","16FEB2024"
"924","KILITCH","Kilitch Drugs (India) Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","419.85","415.36","67521.62","19581.27","NIFTY PHARMA","16FEB2024"
"925","KIMS","Krishna Institute of Medical Sciences Limited","false","Healthcare","Healthcare","Healthcare Services","Hospital","2241","2250.36","1793422.71","1093987.85","","16FEB2024"
"926","KINGFA","Kingfa Science & Technology (India) Limited","false","Industrials","Capital Goods","Industrial Products","Plastic Products - Industrial","2040","2020.05","247053.4","61763.35","NIFTY 500","16FEB2024"
"927","KIOCL","KIOCL Limited","false","Commodities","Metals & Mining","Ferrous Metals","Sponge Iron","486.45","506.23","2956405.21","29564.05","NIFTY METAL","16FEB2024"
"928","KIRIINDUS","Kiri Industries Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Dyes And Pigments","370","373.84","191786.58","140004.2","NIFTY 500","16FEB2024"
"929","KIRLOSBROS","Kirloskar Brothers Limited","false","Industrials","Capital Goods","Industrial Products","Compressors Pumps & Diesel Engines","903","909.69","717062.6","229460.03","NIFTY INFRASTRUCTURE","16FEB2024"
"930","KIRLOSENG","Kirloskar Oil Engines Limited","false","Industrials","Capital Goods","Industrial Products","Compressors Pumps & Diesel Engines","893.9","871.4","1295449.94","738406.46","NIFTY AUTO","16FEB2024"
"931","KIRLOSIND","Kirloskar Industries Limited","false","Industrials","Capital Goods","Industrial Products","Castings & Forgings","4101.05","4124.59","405672.95","105474.97","NIFTY 500","16FEB2024"
"932","KIRLPNU","Kirloskar Pneumatic Company Limited","false","Industrials","Capital Goods","Industrial Products","Compressors Pumps & Diesel Engines","733","713.58","474657.74","275301.49","","16FEB2024"
"933","KITEX","Kitex Garments Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Garments & Apparels","260.85","262.14","173465.25","74590.06","NIFTY 500","16FEB2024"
"934","KKCL","Kewal Kiran Clothing Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Garments & Apparels","753","746.1","464037.64","120649.79","NIFTY 500","16FEB2024"
"935","KMSUGAR","K.M.Sugar Mills Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Sugar","35.4","35.77","32568.06","14004.27","NIFTY FMCG","16FEB2024"
"936","KNRCON","KNR Constructions Limited","false","Industrials","Construction","Construction","Civil Construction","270.4","270.94","760458.36","372624.6","NIFTY INFRASTRUCTURE","16FEB2024"
"937","KOHINOOR","Kohinoor Foods Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Other Agricultural Products","42.2","41.79","15644.19","9699.4","NIFTY 500","16FEB2024"
"938","KOKUYOCMLN","Kokuyo Camlin Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Household Products","Stationary","132","132.66","132401.02","31776.25","NIFTY 500","16FEB2024"
"939","KOLTEPATIL","Kolte - Patil Developers Limited","false","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","491.8","489.66","373789.68","93447.42","NIFTY REALTY","16FEB2024"
"940","KOPRAN","Kopran Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","270.4","278.76","130366.87","73005.45","NIFTY PHARMA","16FEB2024"
"941","KOTAKBANK","Kotak Mahindra Bank Limited","true","Financial Services","Financial Services","Banks","Private Sector Bank","1735","1739","34489977.45","25522583.31","NIFTY BANK","16FEB2024"
"942","KOTARISUG","Kothari Sugars And Chemicals Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Sugar","62.45","62.42","51763.92","13458.62","NIFTY 500","16FEB2024"
"943","KOTHARIPET","Kothari Petrochemicals Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Petrochemicals","133.6","136.71","78618.79","22013.26","NIFTY 500","16FEB2024"
"944","KOTHARIPRO","Kothari Products Limited","false","Services","Services","Commercial Services & Supplies","Trading & Distributors","151.5","151.27","45213.46","11303.36","NIFTY 500","16FEB2024"
"945","KPIGREEN","KPI Green Energy Limited","false","Utilities","Power","Power","Power Generation","1475.6","1475.6","889530.16","391393.27","","16FEB2024"
"946","KPIL","Kalpataru Projects International Limited","false","Industrials","Construction","Construction","Civil Construction","952.4","969.48","1547137.15","912810.92","","16FEB2024"
"947","KPITTECH","KPIT Technologies Limited","false","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","1670","1664.46","4578201.59","2701138.94","","16FEB2024"
"948","KPRMILL","K.P.R. Mill Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Other Textile Products","730","731.56","2495242.2","648762.97","NIFTY 500","16FEB2024"
"949","KRBL","KRBL Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Other Agricultural Products","355.5","349.53","813703.57","244111.07","NIFTY FMCG","16FEB2024"
"950","KREBSBIO","Krebs Biochemicals and Industries Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","73.65","73.89","15879.37","3493.46","NIFTY PHARMA","16FEB2024"
"951","KRIDHANINF","Kridhan Infra Limited","false","Industrials","Construction","Construction","Civil Construction","5.5","5.43","5212.86","2762.81","NIFTY INFRASTRUCTURE","16FEB2024"
"952","KRISHANA","Krishana Phoschem Limited","false","Commodities","Chemicals","Fertilizers & Agrochemicals","Fertilizers","211","208.29","127765.99","43440.44","","16FEB2024"
"953","KRITI","Kriti Industries (India) Limited","false","Industrials","Capital Goods","Industrial Products","Plastic Products - Industrial","151.95","151.95","75372.55","23365.49","","16FEB2024"
"954","KRITIKA","Kritika Wires Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","0","0","41939.1","0","","16FEB2024"
