"Index","symbol","company_Name","is_in_FNO","macro","sector","industry","basic_Industry","last_Price","vwap","total_Market_Cap","free_float","sector_member","date"
"621","GPIL","Godawari Power And Ispat limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","768.7","777.15","1045009.12","386653.38","NIFTY METAL","16FEB2024"
"622","GPPL","Gujarat Pipavav Port Limited","false","Services","Services","Transport Infrastructure","Port & Port services","198.25","198.81","958419.62","536714.99","NIFTY INFRASTRUCTURE","16FEB2024"
"623","GPTINFRA","GPT Infraprojects Limited","false","Industrials","Construction","Construction","Civil Construction","0","0","100870.25","0","NIFTY INFRASTRUCTURE","16FEB2024"
"624","GRANULES","Granules India Limited","true","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","456.9","452.05","1107382.66","620134.29","NIFTY PHARMA","16FEB2024"
"625","GRAPHITE","Graphite India Limited","false","Industrials","Capital Goods","Industrial Products","Electrodes & Refractories","575.55","581.03","1124484.23","382324.64","NIFTY INFRASTRUCTURE","16FEB2024"
"626","GRASIM","Grasim Industries Limited","true","Commodities","Construction Materials","Cement & Cement Products","Cement & Cement Products","2104","2104.95","13853762.56","7758107.04","NIFTY 500","16FEB2024"
"627","GRAVITA","Gravita India Limited","false","Commodities","Metals & Mining","Minerals & Mining","Industrial Minerals","932","939.81","643433.36","205898.67","NIFTY METAL","16FEB2024"
"628","GREAVESCOT","Greaves Cotton Limited","false","Industrials","Capital Goods","Industrial Products","Compressors Pumps & Diesel Engines","163.5","164.82","379319.95","163107.58","NIFTY INFRASTRUCTURE","16FEB2024"
"629","GREENLAM","Greenlam Industries Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Plywood Boards/ Laminates","533.1","531.66","680096.2","333247.14","NIFTY 500","16FEB2024"
"630","GREENPANEL","Greenpanel Industries Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Plywood Boards/ Laminates","359.5","361.01","440845.49","207197.38","","16FEB2024"
"631","GREENPLY","Greenply Industries Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Plywood Boards/ Laminates","234","236.43","289435.52","138929.05","NIFTY 500","16FEB2024"
"632","GREENPOWER","Orient Green Power Company Limited","false","Utilities","Power","Power","Power Generation","24.9","25.08","244200.27","163614.18","NIFTY INFRASTRUCTURE","16FEB2024"
"633","GRINDWELL","Grindwell Norton Limited","false","Industrials","Capital Goods","Industrial Products","Abrasives & Bearings","2176","2187.04","2409267.2","1011892.22","NIFTY INFRASTRUCTURE","16FEB2024"
"634","GRINFRA","G R Infraprojects Limited","false","Industrials","Construction","Construction","Civil Construction","1188.35","1204.86","1149003.85","229800.77","","16FEB2024"
"635","GRMOVER","GRM Overseas Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Other Agricultural Products","180.5","183.45","108300","25992","","16FEB2024"
"636","GROBTEA","The Grob Tea Company Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Tea & Coffee","917","924.65","10658.57","2025.13","NIFTY FMCG","16FEB2024"
"637","GRPLTD","GRP Limited","false","Industrials","Capital Goods","Industrial Products","Rubber","5100.1","5109.98","68001.32","40120.78","NIFTY 500","16FEB2024"
"638","GRSE","Garden Reach Shipbuilders & Engineers Limited","false","Industrials","Capital Goods","Aerospace & Defense","Aerospace & Defense","791","806","906106.32","235587.64","NIFTY 500","16FEB2024"
"639","GRWRHITECH","Garware Hi-Tech Films Limited","false","Industrials","Capital Goods","Industrial Products","Plastic Products - Industrial","2045","2075.48","475102.46","180538.93","","16FEB2024"
"640","GSFC","Gujarat State Fertilizers & Chemicals Limited","false","Commodities","Chemicals","Fertilizers & Agrochemicals","Fertilizers","242.5","244.18","966308.01","541132.49","NIFTY 500","16FEB2024"
"641","GSLSU","Global Surfaces Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Granites & Marbles","290.95","295.8","123309.9","32060.57","","16FEB2024"
"642","GSPL","Gujarat State Petronet Limited","false","Energy","Oil Gas & Consumable Fuels","Gas","Gas Transmission/Marketing","378.75","386.93","2136950.59","1089844.8","NIFTY 500","16FEB2024"
"643","GSS","GSS Infotech Limited","false","Information Technology","Information Technology","IT - Services","IT Enabled Services","157","157.65","26590.84","20740.86","NIFTY IT","16FEB2024"
"644","GTECJAINX","G-TEC JAINX EDUCATION LIMITED","false","Consumer Discretionary","Consumer Services","Other Consumer Services","E-Learning","92.45","91.65","9419.82","3673.73","","16FEB2024"
"645","GTL","GTL Limited","false","Telecommunication","Telecommunication","Telecom - Services","Other Telecom Services","0","0","22965.33","0","NIFTY INFRASTRUCTURE","16FEB2024"
"646","GTLINFRA","GTL Infrastructure Limited","false","Telecommunication","Telecommunication","Telecom - Services","Telecom - Infrastructure","2.1","2.12","268947.44","260879.02","NIFTY INFRASTRUCTURE","16FEB2024"
"647","GTPL","GTPL Hathway Limited","false","Consumer Discretionary","Media Entertainment & Publication","Entertainment","TV Broadcasting & Software Production","208.5","207.06","234485.43","56276.5","NIFTY MEDIA","16FEB2024"
"648","GUFICBIO","Gufic Biosciences Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","330.5","330.4","331417.16","76225.95","NIFTY PHARMA","16FEB2024"
"649","GUJALKALI","Gujarat Alkalies and Chemicals Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Commodity Chemicals","813","808.37","597109.82","143306.36","NIFTY 500","16FEB2024"
"650","GUJAPOLLO","Gujarat Apollo Industries Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","293.75","291.02","34662.5","15251.5","NIFTY 500","16FEB2024"
"651","GUJGASLTD","Gujarat Gas Limited","true","Energy","Oil Gas & Consumable Fuels","Gas","Gas Transmission/Marketing","544","551.55","3744842.28","936210.57","NIFTY 500","16FEB2024"
"652","GUJRAFFIA","Gujarat Raffia Industries Limited","false","Industrials","Capital Goods","Industrial Products","Packaging","43.6","45.69","2356.36","1413.82","NIFTY 500","16FEB2024"
"653","GULFOILLUB","Gulf Oil Lubricants India Limited","false","Energy","Oil Gas & Consumable Fuels","Petroleum Products","Lubricants","885","887.66","434782.46","117391.27","NIFTY 500","16FEB2024"
"654","GULFPETRO","GP Petroleums Limited","false","Energy","Oil Gas & Consumable Fuels","Petroleum Products","Lubricants","70","71.62","35689.07","13204.96","NIFTY 500","16FEB2024"
"655","GULPOLY","Gulshan Polyols Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Agricultural Food & other Products","Other Agricultural Products","201.95","203.53","125957.4","39046.79","NIFTY 500","16FEB2024"
"656","GVKPIL","GVK Power & Infrastructure Limited","false","Industrials","Construction","Construction","Civil Construction","12.5","12.76","197401.3","90804.6","NIFTY INFRASTRUCTURE","16FEB2024"
"657","GVPTECH","GVP Infotech Limited","false","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","0","0","20764.85","0","","16FEB2024"
"658","HAL","Hindustan Aeronautics Limited","true","Industrials","Capital Goods","Aerospace & Defense","Aerospace & Defense","3076","3074.17","20571519","5760025.32","NIFTY 500","16FEB2024"
"659","HAPPSTMNDS","Happiest Minds Technologies Limited","false","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","838.75","838.53","1277204.98","574742.24","","16FEB2024"
"660","HAPPYFORGE","Happy Forgings Limited","false","Industrials","Capital Goods","Industrial Products","Castings & Forgings","970","974.95","913787.36","164481.72","NA","16FEB2024"
"661","HARDWYN","Hardwyn India Limited","false","Consumer Discretionary","Consumer Durables","Consumer Durables","Furniture Home Furnishing","45.95","45.27","160311.03","89774.18","","16FEB2024"
"662","HARIOMPIPE","Hariom Pipe Industries Limited","false","Industrials","Capital Goods","Industrial Products","Iron & Steel Products","546","542.01","150796.35","46746.87","","16FEB2024"
"663","HARRMALAYA","Harrisons  Malayalam Limited","false","Industrials","Capital Goods","Industrial Products","Rubber","166.9","165.54","30802.07","13244.89","NIFTY 500","16FEB2024"
"664","HARSHA","Harsha Engineers International Limited","false","Industrials","Capital Goods","Industrial Products","Other Industrial Products","406.05","403.84","369684.59","92421.15","","16FEB2024"
"665","HATHWAY","Hathway Cable & Datacom Limited","false","Consumer Discretionary","Media Entertainment & Publication","Entertainment","TV Broadcasting & Software Production","24.8","24.83","438985.92","109746.48","NIFTY MEDIA","16FEB2024"
"666","HATSUN","Hatsun Agro Product Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Food Products","Dairy Products","1125","1117.82","2505918.02","576361.14","NIFTY 500","16FEB2024"
"667","HAVELLS","Havells India Limited","true","Consumer Discretionary","Consumer Durables","Consumer Durables","Consumer Electronics","1400","1393.79","8773562.42","3509424.97","NIFTY INDIA CONSUMPTION","16FEB2024"
"668","HAVISHA","Sri Havisha Hospitality and Infrastructure Limited","false","Consumer Discretionary","Consumer Services","Leisure Services","Hotels & Resorts","2.8","2.8","4299","2278.47","NIFTY 500","16FEB2024"
"669","HBLPOWER","HBL Power Systems Limited","false","Consumer Discretionary","Automobile and Auto Components","Auto Components","Auto Components & Equipments","535.85","545.74","1485349.12","608993.14","NIFTY 500","16FEB2024"
"670","HBSL","HB Stockholdings Limited","false","Financial Services","Financial Services","Finance","Non Banking Financial Company (NBFC)","101","101.73","7209.04","2739.44","NIFTY FINANCIAL SERVICES","16FEB2024"
"671","HCC","Hindustan Construction Company Limited","false","Industrials","Construction","Construction","Civil Construction","43.45","44.08","657410.77","532502.73","NIFTY INFRASTRUCTURE","16FEB2024"
"672","HCG","Healthcare Global Enterprises Limited","false","Healthcare","Healthcare","Healthcare Services","Hospital","385","379.99","536225.25","155505.32","NIFTY PHARMA","16FEB2024"
"673","HCL-INSYS","HCL Infosystems Limited","false","Information Technology","Information Technology","IT - Hardware","Computers Hardware & Equipments","19.15","18.9","63043.7","23326.17","NIFTY IT","16FEB2024"
"674","HCLTECH","HCL Technologies Limited","true","Information Technology","Information Technology","IT - Software","Computers - Software & Consulting","1670","1665.9","45318207.1","17674100.77","NIFTY IT","16FEB2024"
"675","HDFCAMC","HDFC Asset Management Company Limited","true","Financial Services","Financial Services","Capital Markets","Asset Management Company","3870","3844.56","8261830.8","3883060.48","NIFTY FINANCIAL SERVICES","16FEB2024"
"676","HDFCBANK","HDFC Bank Limited","true","Financial Services","Financial Services","Banks","Private Sector Bank","1417.05","1417.97","107632856.06","106556527.5","NIFTY BANK","16FEB2024"
"677","HDFCLIFE","HDFC Life Insurance Company Limited","true","Financial Services","Financial Services","Insurance","Life Insurance","591.25","589.59","12716848.96","6231255.99","NA","16FEB2024"
"678","HEADSUP","Heads UP Ventures Limited","false","Consumer Discretionary","Textiles","Textiles & Apparels","Trading - Textile Products","17.55","17.84","3875.5","2596.58","","16FEB2024"
"679","HECPROJECT","HEC Infra Projects Limited","false","Industrials","Construction","Construction","Civil Construction","0","0","8566.75","0","","16FEB2024"
"680","HEG","HEG Limited","false","Industrials","Capital Goods","Industrial Products","Electrodes & Refractories","1697.7","1715.52","655235.91","288303.8","NIFTY INFRASTRUCTURE","16FEB2024"
"681","HEIDELBERG","HeidelbergCement India Limited","false","Commodities","Construction Materials","Cement & Cement Products","Cement & Cement Products","211.8","213.07","479966.58","148789.64","NIFTY COMMODITIES","16FEB2024"
"682","HEMIPROP","Hemisphere Properties India Limited","false","Consumer Discretionary","Realty","Realty","Residential Commercial Projects","224.3","225.97","639255","198169.05","","16FEB2024"
"683","HERANBA","Heranba Industries Limited","false","Commodities","Chemicals","Fertilizers & Agrochemicals","Pesticides & Agrochemicals","360","360.62","144048.48","36012.12","","16FEB2024"
"684","HERCULES","Hercules Hoists Limited","false","Industrials","Capital Goods","Industrial Manufacturing","Industrial Products","430","435.63","137600","34400","NIFTY INFRASTRUCTURE","16FEB2024"
"685","HERITGFOOD","Heritage Foods Limited","false","Fast Moving Consumer Goods","Fast Moving Consumer Goods","Food Products","Dairy Products","317.3","320.67","294441.71","135443.19","NIFTY FMCG","16FEB2024"
"686","HEROMOTOCO","Hero MotoCorp Limited","true","Consumer Discretionary","Automobile and Auto Components","Automobiles","2/3 Wheelers","4898.9","4887.04","9793966.17","6366078.01","NIFTY AUTO","16FEB2024"
"687","HESTERBIO","Hester Biosciences Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","1407.6","1408.79","119742.63","53884.18","NIFTY PHARMA","16FEB2024"
"688","HEUBACHIND","Heubach Colorants India Limited","false","Commodities","Chemicals","Chemicals & Petrochemicals","Dyes And Pigments","538","543.44","124180.07","55881.03","","16FEB2024"
"689","HEXATRADEX","Hexa Tradex Limited","false","Financial Services","Financial Services","Finance","Investment Company","157.15","158.32","86817.05","6945.36","NIFTY 500","16FEB2024"
"690","HFCL","HFCL Limited","false","Telecommunication","Telecommunication","Telecom - Services","Telecom - Infrastructure","100.6","101.34","1437345.45","891154.18","NIFTY 500","16FEB2024"
"691","HGINFRA","H.G. Infra Engineering Limited","false","Industrials","Construction","Construction","Civil Construction","921","934.56","600225.93","150056.48","NIFTY INFRASTRUCTURE","16FEB2024"
"692","HGS","Hinduja Global Solutions Limited","false","Services","Services","Commercial Services & Supplies","Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)","925","924.57","430312.64","137700.04","NIFTY IT","16FEB2024"
"693","HIKAL","Hikal Limited","false","Healthcare","Healthcare","Pharmaceuticals & Biotechnology","Pharmaceuticals","287.45","287.9","354428.01","106328.4","NIFTY PHARMA","16FEB2024"
